dopant_spec,element,method,concentration_at%,atmosphere,temperature_C,time_min,photocurrent_uA,dark_current_pA,photo_dark_ratio,sensitivity,vacancy_concentration,measurement_voltage_V,measurement_wavelength_nm,notes,doi,usable_flag
Nb:0.010000,Nb,MBE,1.0,,,,,,,,,,260.0,auto-extracted; substrate=sapphire (c-plane); src=1-s2.0-S0375960122001074-main.pdf,10.1016/j.physleta.2022.128025,ok
Nb:0.012500,Nb,MBE,1.25,,,,,,,,,,260.0,auto-extracted; substrate=sapphire (c-plane); src=1-s2.0-S0375960122001074-main.pdf,10.1016/j.physleta.2022.128025,ok
Nb:0.016700,Nb,MBE,1.67,,,,,,,,,,260.0,auto-extracted; substrate=sapphire (c-plane); src=1-s2.0-S0375960122001074-main.pdf,10.1016/j.physleta.2022.128025,ok
Nb:0.067000,Nb,MBE,6.7,,,,,,,,,,260.0,auto-extracted; substrate=sapphire (c-plane); src=1-s2.0-S0375960122001074-main.pdf,10.1016/j.physleta.2022.128025,ok
Nb:0.046000,Nb,RF magnetron sputtering,4.6,N2,,15.0,,,,,,,615.0,auto-extracted + OCR; substrate=sapphire; src=1-s2.0-S0042207X18310492-main.pdf,10.1016/j.vacuum.2018.06.051,ok
W:0.050000,W,RF magnetron sputtering,5.0,,,30.0,,,,,,30.0,,auto-extracted; substrate=quartz; src=rubio2013.pdf,10.1063/1.4803802,ok
W:0.110000,W,RF magnetron sputtering,11.0,,,30.0,,,,,,30.0,,auto-extracted; substrate=quartz; src=rubio2013.pdf,10.1063/1.4803802,ok
W:0.280000,W,thermal evaporation,28.0,O2,,120.0,,,,,,3.0,300.0,auto-extracted; substrate=Si; src=dakhel2011.pdf,10.1007/s10853-011-6134-z),ok
W:0.180000,W,thermal evaporation,18.0,O2,,120.0,,,,,,3.0,300.0,auto-extracted; substrate=Si; src=1-s2.0-S0026271411005713-main.pdf,10.1016/j.microrel.2011.12.033,ok
W:0.230000,W,thermal evaporation,23.0,O2,,120.0,,,,,,3.0,300.0,auto-extracted; substrate=Si; src=1-s2.0-S0026271411005713-main.pdf,10.1016/j.microrel.2011.12.033,ok
W:0.280000,W,thermal evaporation,28.0,O2,,120.0,,,,,,3.0,300.0,auto-extracted; substrate=Si; src=1-s2.0-S0026271411005713-main.pdf,10.1016/j.microrel.2011.12.033,ok
Ti:0.000100,Ti,PLD,0.01,,,120.0,,,,,,,500.0,auto-extracted; substrate=Si; src=10.1007@s10853-019-03663-w.pdf,10.1007/s10853-019-03663-w,ok
Ti:0.010000,Ti,PLD,1.0,,,120.0,,,,,,,500.0,auto-extracted; substrate=Si; src=10.1007@s10853-019-03663-w.pdf,10.1007/s10853-019-03663-w,ok
Ti:0.015000,Ti,PLD,1.5,,,120.0,,,,,,,500.0,auto-extracted; substrate=Si; src=10.1007@s10853-019-03663-w.pdf,10.1007/s10853-019-03663-w,ok
Ti:0.040000,Ti,PLD,4.0,,,120.0,,,,,,,500.0,auto-extracted; substrate=Si; src=10.1007@s10853-019-03663-w.pdf,10.1007/s10853-019-03663-w,ok
Ti:0.050000,Ti,PLD,5.0,,,120.0,,,,,,,500.0,auto-extracted; substrate=Si; src=10.1007@s10853-019-03663-w.pdf,10.1007/s10853-019-03663-w,ok
Ti:0.015000,Ti,RF magnetron sputtering,1.5,,500.0,10.0,,,,,,,632.0,auto-extracted + OCR; substrate=sapphire; src=1-s2.0-S092534671930432X-main.pdf,10.1016/j.optmat.2019.109223,ok
Ti:0.050000,Ti,RF magnetron sputtering,5.0,,500.0,10.0,,,,,,,632.0,auto-extracted + OCR; substrate=sapphire; src=1-s2.0-S092534671930432X-main.pdf,10.1016/j.optmat.2019.109223,ok
Ti:0.110000,Ti,PLD,11.0,N2,,,,,,,,,254.0,auto-extracted; substrate=sapphire (c-plane); src=liu2021.pdf,10.1002/pssr.202100411,ok
Fe:0.053800,Fe,MBE,5.38,,,1440.0,,,,,,75.0,248.0,auto-extracted; substrate=sapphire; src=huang2020.pdf,10.1039/c9tc05823k,ok
Fe:0.095200,Fe,MBE,9.52,,,1440.0,,,,,,75.0,248.0,auto-extracted; substrate=sapphire; src=huang2020.pdf,10.1039/c9tc05823k,ok
Fe:0.096200,Fe,MBE,9.62,,,1440.0,,,,,,75.0,248.0,auto-extracted; substrate=sapphire; src=huang2020.pdf,10.1039/c9tc05823k,ok
Fe:0.024400,Fe,PLD,2.44,,900.0,,,,,,,,250.0,auto-extracted + OCR; substrate=sapphire; src=srep25166.pdf,10.1038/srep25166,ok
Er:0.025000,Er,PLD,2.5,N2,,15.0,,,,,,,248.0,auto-extracted; substrate=sapphire; src=s10854-023-10371-4.pdf,10.1007/s10854-023-10371-4,ok
Er:0.010000,Er,MOCVD,1.0,,,180.0,,,,,,15.0,248.0,auto-extracted; substrate=sapphire; src=1-s2.0-S027288422033697X-main.pdf,10.1016/j.ceramint.2020.12.096,ok
Er:0.025000,Er,MOCVD,2.5,,,180.0,,,,,,15.0,248.0,auto-extracted; substrate=sapphire; src=1-s2.0-S027288422033697X-main.pdf,10.1016/j.ceramint.2020.12.096,ok
Al:0.100000,Al,RF magnetron sputtering,10.0,Ar,400.0,,,,,,,2.0,800.0,auto-extracted + OCR; substrate=glass; src=s11082-022-03851-0.pdf,10.1007/s11082-022-03851-0,ok
Ta:0.005000,Ta,RF magnetron sputtering,0.5,,,60.0,,,,,,8.0,222.0,auto-extracted; substrate=sapphire (c-plane); src=1-s2.0-S0925346722005250-main.pdf,10.1016/j.optmat.2022.112491,ok
Ta:0.010000,Ta,RF magnetron sputtering,1.0,,,60.0,,,,,,8.0,222.0,auto-extracted; substrate=sapphire (c-plane); src=1-s2.0-S0925346722005250-main.pdf,10.1016/j.optmat.2022.112491,ok
Ta:0.013000,Ta,RF magnetron sputtering,1.3,,,60.0,,,,,,8.0,222.0,auto-extracted; substrate=sapphire (c-plane); src=1-s2.0-S0925346722005250-main.pdf,10.1016/j.optmat.2022.112491,ok
Ta:0.015000,Ta,RF magnetron sputtering,1.5,,,60.0,,,,,,8.0,222.0,auto-extracted; substrate=sapphire (c-plane); src=1-s2.0-S0925346722005250-main.pdf,10.1016/j.optmat.2022.112491,ok
Sn:0.001390,Sn,RF magnetron sputtering,0.139,,870.0,80.0,,,4.534026106056135,,,5.0,254.0,auto-extracted + OCR; substrate=sapphire (c-plane); src=Sn doping induced interfacial barrier height tailoring in Ga2O3 deep-ultraviolet photodetector(科研通-ablesci.com).pdf,10.1007/s40843-025-3509-0,ok
Sn:0.001990,Sn,RF magnetron sputtering,0.199,,870.0,80.0,,,4.534026106056135,,,5.0,254.0,auto-extracted + OCR; substrate=sapphire (c-plane); src=Sn doping induced interfacial barrier height tailoring in Ga2O3 deep-ultraviolet photodetector(科研通-ablesci.com).pdf,10.1007/s40843-025-3509-0,ok
Sn:0.010000,Sn,RF magnetron sputtering,1.0,,870.0,80.0,,,4.534026106056135,,,5.0,254.0,auto-extracted + OCR; substrate=sapphire (c-plane); src=Sn doping induced interfacial barrier height tailoring in Ga2O3 deep-ultraviolet photodetector(科研通-ablesci.com).pdf,10.1007/s40843-025-3509-0,ok
Sn:0.011400,Sn,RF magnetron sputtering,1.14,,870.0,80.0,,,4.534026106056135,,,5.0,254.0,auto-extracted + OCR; substrate=sapphire (c-plane); src=Sn doping induced interfacial barrier height tailoring in Ga2O3 deep-ultraviolet photodetector(科研通-ablesci.com).pdf,10.1007/s40843-025-3509-0,ok
Sn:0.013900,Sn,RF magnetron sputtering,1.39,,870.0,80.0,,,4.534026106056135,,,5.0,254.0,auto-extracted + OCR; substrate=sapphire (c-plane); src=Sn doping induced interfacial barrier height tailoring in Ga2O3 deep-ultraviolet photodetector(科研通-ablesci.com).pdf,10.1007/s40843-025-3509-0,ok
Sn:0.020000,Sn,PLD,2.0,,,1020.0,,,,,,,,auto-extracted; substrate=—; src=1.4964638.pdf,10.1063/1.4964638,ok
Sn:0.030000,Sn,PLD,3.0,,,1020.0,,,,,,,,auto-extracted; substrate=—; src=1.4964638.pdf,10.1063/1.4964638,ok
Sn:0.070000,Sn,PLD,7.0,,,1020.0,,,,,,,,auto-extracted; substrate=—; src=1.4964638.pdf,10.1063/1.4964638,ok
Sn:0.080000,Sn,PLD,8.0,,,1020.0,,,,,,,,auto-extracted; substrate=—; src=1.4964638.pdf,10.1063/1.4964638,ok
Sn:0.050000,Sn,RF magnetron sputtering,5.0,N2,900.0,10.0,,,6.230448921378274,,,20.0,254.0,auto-extracted + OCR; substrate=sapphire (c-plane); src=Preparation of Sn-doped Ga2O3 thin films and their solar-blind photoelectric detection performance.pdf,10.1088/1674-4926/44/6/062805,ok
Sn:0.003000,Sn,RF magnetron sputtering,0.3,,1019.0,600.0,,,0.3010299956639812,,,20.0,254.0,auto-extracted; substrate=sapphire (c-plane); src=ome-8-11-3506.pdf,10.1364/OME.8.003506,ok
Sn:0.005000,Sn,RF magnetron sputtering,0.5,,1019.0,600.0,,,0.3010299956639812,,,20.0,254.0,auto-extracted; substrate=sapphire (c-plane); src=ome-8-11-3506.pdf,10.1364/OME.8.003506,ok
Sn:0.007000,Sn,RF magnetron sputtering,0.7,,1019.0,600.0,,,0.3010299956639812,,,20.0,254.0,auto-extracted; substrate=sapphire (c-plane); src=ome-8-11-3506.pdf,10.1364/OME.8.003506,ok
Sn:0.009000,Sn,RF magnetron sputtering,0.9,,1019.0,600.0,,,0.3010299956639812,,,20.0,254.0,auto-extracted; substrate=sapphire (c-plane); src=ome-8-11-3506.pdf,10.1364/OME.8.003506,ok
Sn:0.012000,Sn,RF magnetron sputtering,1.2,,1019.0,600.0,,,0.3010299956639812,,,20.0,254.0,auto-extracted; substrate=sapphire (c-plane); src=ome-8-11-3506.pdf,10.1364/OME.8.003506,ok
Sn:0.015000,Sn,RF magnetron sputtering,1.5,,1019.0,600.0,,,0.3010299956639812,,,20.0,254.0,auto-extracted; substrate=sapphire (c-plane); src=ome-8-11-3506.pdf,10.1364/OME.8.003506,ok
Sn:0.008200,Sn,RF magnetron sputtering,0.82,N2,499.0,20.0,,,2.0211892990699383,,,60.0,254.0,auto-extracted; substrate=sapphire; src=1-s2.0-S1369800120313652-main.pdf,10.1016/j.mssp.2020.105430,ok
Sn:0.010000,Sn,RF magnetron sputtering,1.0,N2,499.0,20.0,,,2.0211892990699383,,,60.0,254.0,auto-extracted; substrate=sapphire; src=1-s2.0-S1369800120313652-main.pdf,10.1016/j.mssp.2020.105430,ok
Zn:0.052600,Zn,PLD,5.26,,,120.0,,,,,,2.0,455.0,auto-extracted; substrate=sapphire; src=1-s2.0-S0022369714001395-main.pdf,10.1016/j.jpcs.2014.06.005,ok
Zn:0.070000,Zn,PLD,7.0,,,120.0,,,,,,2.0,455.0,auto-extracted; substrate=sapphire; src=1-s2.0-S0022369714001395-main.pdf,10.1016/j.jpcs.2014.06.005,ok
Zn:0.083800,Zn,thermal evaporation,8.38,,,10.0,,,,,,,450.0,auto-extracted; substrate=Si; src=jiang2020.pdf,10.1016/j.jlumin.2020.117048,ok
Zn:0.070000,Zn,RF magnetron sputtering,7.0,,,120.0,,,,,,60.0,400.0,auto-extracted; substrate=sapphire; src=Ultra-high-critical-electric-field-of-13-2-MV-cm-for-Z_2020_Materials-Today-.pdf,10.1016/j.mtphys.2020.100263,ok
Zn:0.075000,Zn,MOCVD,7.5,O2,,120.0,,,,,16.770852011642145,10.0,254.0,auto-extracted; substrate=sapphire; src=Structural and optoelectronic characteristics of β-Ga2O3 epitaxial films with Zn alloying and subsequent oxygen annealing(科研通-ablesci.com).pdf,10.1039/D2TC05204K,ok
Zn:0.097000,Zn,PLD,9.7,O2_plasma,200.0,15.0,,,,,,1.2,800.0,auto-extracted + OCR; substrate=Si; src=1-s2.0-S0169433219302077-main.pdf,10.1016/j.apsusc.2019.01.177,ok
Zn:0.163600,Zn,PLD,16.36,O2_plasma,200.0,15.0,,,,,,1.2,800.0,auto-extracted + OCR; substrate=Si; src=1-s2.0-S0169433219302077-main.pdf,10.1016/j.apsusc.2019.01.177,ok
Zn:0.246500,Zn,PLD,24.65,O2_plasma,200.0,15.0,,,,,,1.2,800.0,auto-extracted + OCR; substrate=Si; src=1-s2.0-S0169433219302077-main.pdf,10.1016/j.apsusc.2019.01.177,ok
Zn:0.063400,Zn,MOCVD,6.34,O2,600.0,120.0,,,2.681241237375587,,,10.0,254.0,auto-extracted + OCR; substrate=sapphire (c-plane); src=Enhancement_of_crystalline_quality_and_solar-blind.pdf,10.1039/D3TC03599A,ok
Zn:0.006900,Zn,RF magnetron sputtering,0.69,,650.0,,,,2.404833716619938,,,10.0,254.0,auto-extracted; substrate=sapphire; src=s13391-017-7072-y.pdf,10.1007/s13391-017-7072-y,ok
Zn:0.008800,Zn,RF magnetron sputtering,0.88,,650.0,,,,2.404833716619938,,,10.0,254.0,auto-extracted; substrate=sapphire; src=s13391-017-7072-y.pdf,10.1007/s13391-017-7072-y,ok
Zn:0.009600,Zn,RF magnetron sputtering,0.96,,650.0,,,,2.404833716619938,,,10.0,254.0,auto-extracted; substrate=sapphire; src=s13391-017-7072-y.pdf,10.1007/s13391-017-7072-y,ok
Zn:0.018300,Zn,RF magnetron sputtering,1.83,,650.0,,,,2.404833716619938,,,10.0,254.0,auto-extracted; substrate=sapphire; src=s13391-017-7072-y.pdf,10.1007/s13391-017-7072-y,ok
Zn:0.024900,Zn,RF magnetron sputtering,2.49,,650.0,,,,2.404833716619938,,,10.0,254.0,auto-extracted; substrate=sapphire; src=s13391-017-7072-y.pdf,10.1007/s13391-017-7072-y,ok
Zn:0.030300,Zn,RF magnetron sputtering,3.03,,650.0,,,,2.404833716619938,,,10.0,254.0,auto-extracted; substrate=sapphire; src=s13391-017-7072-y.pdf,10.1007/s13391-017-7072-y,ok
Zn:0.005900,Zn,,0.59,Ar,600.0,5.0,,,,,,70.0,266.0,auto-extracted + OCR; substrate=glass; src=1-s2.0-S1388248113003172-main.pdf,10.1016/j.elecom.2013.08.011,ok
Zn:0.006800,Zn,,0.68,Ar,600.0,5.0,,,,,,70.0,266.0,auto-extracted + OCR; substrate=glass; src=1-s2.0-S1388248113003172-main.pdf,10.1016/j.elecom.2013.08.011,ok
Zn:0.010000,Zn,,1.0,Ar,600.0,5.0,,,,,,70.0,266.0,auto-extracted + OCR; substrate=glass; src=1-s2.0-S1388248113003172-main.pdf,10.1016/j.elecom.2013.08.011,ok
Si:0.020000,Si,MOCVD,2.0,,825.0,,,,,,20.14612803567824,2.0,,auto-extracted + OCR; substrate=sapphire (c-plane); src=AdvElectMaterials-2024-Tarntair-MaterialPropertiesofnTypeGa2O3EpilayerswithInSituDopingGrownon3.pdf,10.1002/aelm.202300679,ok
Si:0.100000,Si,MOCVD,10.0,,825.0,,,,,,20.14612803567824,2.0,,auto-extracted + OCR; substrate=sapphire (c-plane); src=AdvElectMaterials-2024-Tarntair-MaterialPropertiesofnTypeGa2O3EpilayerswithInSituDopingGrownon3.pdf,10.1002/aelm.202300679,ok
Si:0.138000,Si,RF magnetron sputtering,13.8,,,10.0,,,,,,,,auto-extracted; substrate=Si; src=1-s2.0-S0921452611008143-main.pdf,10.1016/j.physb.2011.08.061,ok
Si:0.011000,Si,MOCVD,1.1,,,,,,,,,2.0,248.0,auto-extracted; substrate=sapphire; src=1-s2.0-S0925346720304882-main.pdf,10.1016/j.optmat.2020.110145,ok
Si:0.016000,Si,MOCVD,1.6,,,,,,,,,2.0,248.0,auto-extracted; substrate=sapphire; src=1-s2.0-S0925346720304882-main.pdf,10.1016/j.optmat.2020.110145,ok
Si:0.010000,Si,PLD,1.0,Ar,,240.0,,,,,,1.16,254.0,auto-extracted; substrate=sapphire; src=Physica Status Solidi  b - 2020 - Khartsev - High‐Quality Si‐Doped  ‐Ga2O3 Films on Sapphire Fabricated by Pulsed Laser.pdf,10.1002/pssb.202000362,ok
Zn:0.002500,Zn,,0.25,air,1200.0,15.0,,,,,,34.0,785.0,auto-extracted + OCR; substrate=sapphire; src=jesenovec2021.pdf,10.1063/5.0050468,ok
Eu:0.001000,Eu,PLD,0.1,,500.0,180.0,,,,,,,611.0,auto-extracted + OCR; substrate=sapphire; src=1-s2.0-S0022231317302077-main.pdf,10.1016/j.jlumin.2017.10.054,ok
Eu:0.005000,Eu,PLD,0.5,,500.0,180.0,,,,,,,611.0,auto-extracted + OCR; substrate=sapphire; src=1-s2.0-S0022231317302077-main.pdf,10.1016/j.jlumin.2017.10.054,ok
Cu:0.100000,Cu,sol-gel,10.0,N2,700.0,20.0,,,,,,,210.0,auto-extracted + OCR; substrate=sapphire; src=1-s2.0-S0925838817335983-main.pdf,10.1016/j.jallcom.2017.10.162,ok
Cu:0.125000,Cu,sol-gel,12.5,N2,700.0,20.0,,,,,,,210.0,auto-extracted + OCR; substrate=sapphire; src=1-s2.0-S0925838817335983-main.pdf,10.1016/j.jallcom.2017.10.162,ok
Cu:0.136500,Cu,sol-gel,13.65,N2,700.0,20.0,,,,,,,210.0,auto-extracted + OCR; substrate=sapphire; src=1-s2.0-S0925838817335983-main.pdf,10.1016/j.jallcom.2017.10.162,ok
Mg:0.049200,Mg,RF magnetron sputtering,4.92,,800.0,240.0,,,,,,10.0,254.0,auto-extracted + OCR; substrate=sapphire (c-plane); src=1-s2.0-S0167577X17312508-main.pdf,10.1016/j.matlet.2017.08.052,ok
Mg:0.068800,Mg,RF magnetron sputtering,6.88,,800.0,240.0,,,,,,10.0,254.0,auto-extracted + OCR; substrate=sapphire (c-plane); src=1-s2.0-S0167577X17312508-main.pdf,10.1016/j.matlet.2017.08.052,ok
Mg:0.085800,Mg,RF magnetron sputtering,8.58,,800.0,240.0,,,,,,10.0,254.0,auto-extracted + OCR; substrate=sapphire (c-plane); src=1-s2.0-S0167577X17312508-main.pdf,10.1016/j.matlet.2017.08.052,ok
Mg:0.019100,Mg,RF magnetron sputtering,1.91,O2_plasma,800.0,15.0,,,,,11.734799829588846,5.0,254.0,auto-extracted + OCR; substrate=sapphire; src=1-s2.0-S1369800122000233-main.pdf,10.1016/j.mssp.2022.106471,ok
Mg:0.032800,Mg,RF magnetron sputtering,3.28,O2_plasma,800.0,15.0,,,,,11.734799829588846,5.0,254.0,auto-extracted + OCR; substrate=sapphire; src=1-s2.0-S1369800122000233-main.pdf,10.1016/j.mssp.2022.106471,ok
Mg:0.052200,Mg,RF magnetron sputtering,5.22,O2_plasma,800.0,15.0,,,,,11.734799829588846,5.0,254.0,auto-extracted + OCR; substrate=sapphire; src=1-s2.0-S1369800122000233-main.pdf,10.1016/j.mssp.2022.106471,ok
Mg:0.200000,Mg,RF magnetron sputtering,20.0,O2_plasma,800.0,15.0,,,,,11.734799829588846,5.0,254.0,auto-extracted + OCR; substrate=sapphire; src=1-s2.0-S1369800122000233-main.pdf,10.1016/j.mssp.2022.106471,ok
Mg:0.220000,Mg,RF magnetron sputtering,22.0,O2_plasma,800.0,15.0,,,,,11.734799829588846,5.0,254.0,auto-extracted + OCR; substrate=sapphire; src=1-s2.0-S1369800122000233-main.pdf,10.1016/j.mssp.2022.106471,ok
Mg:0.010000,Mg,RF magnetron sputtering,1.0,O2_plasma,800.0,30.0,,,4.309630167425898,,,10.0,254.0,auto-extracted + OCR; substrate=sapphire; src=1731990706_52094_3ceb3973993750e94e00830070ccb419.pdf,10.1016/j.mssp.2024.108361,ok
Mg:0.020000,Mg,RF magnetron sputtering,2.0,O2_plasma,800.0,30.0,,,4.309630167425898,,,10.0,254.0,auto-extracted + OCR; substrate=sapphire; src=1731990706_52094_3ceb3973993750e94e00830070ccb419.pdf,10.1016/j.mssp.2024.108361,ok
Mg:0.030000,Mg,RF magnetron sputtering,3.0,O2_plasma,800.0,30.0,,,4.309630167425898,,,10.0,254.0,auto-extracted + OCR; substrate=sapphire; src=1731990706_52094_3ceb3973993750e94e00830070ccb419.pdf,10.1016/j.mssp.2024.108361,ok
F:0.050000,F,RF magnetron sputtering,5.0,,,,,,,,,,600.0,auto-extracted + OCR; substrate=—; src=Electronic structure and optical properties of F-doped β-Ga2O3 from first principles calculations.pdf,10.1088/1674-4926/37/4/042002,ok
F:0.250000,F,RF magnetron sputtering,25.0,,,,,,,,,,600.0,auto-extracted + OCR; substrate=—; src=Electronic structure and optical properties of F-doped β-Ga2O3 from first principles calculations.pdf,10.1088/1674-4926/37/4/042002,ok
Nb:0.001000,Nb,MBE,0.1,,,240.0,,,,,,,260.0,auto-extracted + OCR; substrate=sapphire (c-plane); src=1-s2.0-S0375960122001074-main.pdf,10.1016/j.physleta.2022.128025,ok
Nb:0.008300,Nb,MBE,0.83,,,240.0,,,,,,,260.0,auto-extracted + OCR; substrate=sapphire (c-plane); src=1-s2.0-S0375960122001074-main.pdf,10.1016/j.physleta.2022.128025,ok
Nb:0.010000,Nb,MBE,1.0,,,240.0,,,,,,,260.0,auto-extracted + OCR; substrate=sapphire (c-plane); src=1-s2.0-S0375960122001074-main.pdf,10.1016/j.physleta.2022.128025,ok
Nb:0.012500,Nb,MBE,1.25,,,240.0,,,,,,,260.0,auto-extracted + OCR; substrate=sapphire (c-plane); src=1-s2.0-S0375960122001074-main.pdf,10.1016/j.physleta.2022.128025,ok
Nb:0.016700,Nb,MBE,1.67,,,240.0,,,,,,,260.0,auto-extracted + OCR; substrate=sapphire (c-plane); src=1-s2.0-S0375960122001074-main.pdf,10.1016/j.physleta.2022.128025,ok
Nb:0.067000,Nb,MBE,6.7,,,240.0,,,,,,,260.0,auto-extracted + OCR; substrate=sapphire (c-plane); src=1-s2.0-S0375960122001074-main.pdf,10.1016/j.physleta.2022.128025,ok
W:0.050000,W,RF magnetron sputtering,5.0,,500.0,30.0,,,,,,30.0,,auto-extracted + OCR; substrate=quartz; src=rubio2013.pdf,10.1063/1.4803802,ok
W:0.110000,W,RF magnetron sputtering,11.0,,500.0,30.0,,,,,,30.0,,auto-extracted + OCR; substrate=quartz; src=rubio2013.pdf,10.1063/1.4803802,ok
W:0.280000,W,sol-gel,28.0,O2,600.0,120.0,,,,,,3.0,300.0,auto-extracted + OCR; substrate=Si; src=dakhel2011.pdf,10.1007/s10853-011-6134-z),ok
W:0.300000,W,sol-gel,30.0,O2,600.0,120.0,,,,,,3.0,300.0,auto-extracted + OCR; substrate=Si; src=dakhel2011.pdf,10.1007/s10853-011-6134-z),ok
W:0.180000,W,sol-gel,18.0,O2,600.0,120.0,,,,,,3.0,300.0,auto-extracted + OCR; substrate=Si; src=1-s2.0-S0026271411005713-main.pdf,10.1016/j.microrel.2011.12.033,ok
W:0.230000,W,sol-gel,23.0,O2,600.0,120.0,,,,,,3.0,300.0,auto-extracted + OCR; substrate=Si; src=1-s2.0-S0026271411005713-main.pdf,10.1016/j.microrel.2011.12.033,ok
W:0.280000,W,sol-gel,28.0,O2,600.0,120.0,,,,,,3.0,300.0,auto-extracted + OCR; substrate=Si; src=1-s2.0-S0026271411005713-main.pdf,10.1016/j.microrel.2011.12.033,ok
Ti:0.000100,Ti,PLD,0.01,,500.0,180.0,,,,,,,500.0,auto-extracted + OCR; substrate=Si; src=10.1007@s10853-019-03663-w.pdf,10.1007/s10853-019-03663-w,ok
Ti:0.010000,Ti,PLD,1.0,,500.0,180.0,,,,,,,500.0,auto-extracted + OCR; substrate=Si; src=10.1007@s10853-019-03663-w.pdf,10.1007/s10853-019-03663-w,ok
Ti:0.015000,Ti,PLD,1.5,,500.0,180.0,,,,,,,500.0,auto-extracted + OCR; substrate=Si; src=10.1007@s10853-019-03663-w.pdf,10.1007/s10853-019-03663-w,ok
Ti:0.040000,Ti,PLD,4.0,,500.0,180.0,,,,,,,500.0,auto-extracted + OCR; substrate=Si; src=10.1007@s10853-019-03663-w.pdf,10.1007/s10853-019-03663-w,ok
Ti:0.050000,Ti,PLD,5.0,,500.0,180.0,,,,,,,500.0,auto-extracted + OCR; substrate=Si; src=10.1007@s10853-019-03663-w.pdf,10.1007/s10853-019-03663-w,ok
Ti:0.110000,Ti,PLD,11.0,N2,900.0,,,,,,,,254.0,auto-extracted + OCR; substrate=sapphire (c-plane); src=liu2021.pdf,10.1002/pssr.202100411,ok
Fe:0.053800,Fe,MBE,5.38,,750.0,1320.0,,,,,,75.0,248.0,auto-extracted + OCR; substrate=sapphire; src=huang2020.pdf,10.1039/c9tc05823k,ok
Fe:0.095200,Fe,MBE,9.52,,750.0,1320.0,,,,,,75.0,248.0,auto-extracted + OCR; substrate=sapphire; src=huang2020.pdf,10.1039/c9tc05823k,ok
Fe:0.096200,Fe,MBE,9.62,,750.0,1320.0,,,,,,75.0,248.0,auto-extracted + OCR; substrate=sapphire; src=huang2020.pdf,10.1039/c9tc05823k,ok
Er:0.025000,Er,PLD,2.5,N2,900.0,15.0,,,,,,,248.0,auto-extracted + OCR; substrate=sapphire; src=s10854-023-10371-4.pdf,10.1007/s10854-023-10371-4,ok
Er:0.010000,Er,MOCVD,1.0,,680.0,180.0,,,,,,15.0,553.0,auto-extracted + OCR; substrate=sapphire (c-plane); src=1-s2.0-S027288422033697X-main.pdf,10.1016/j.ceramint.2020.12.096,ok
Er:0.025000,Er,MOCVD,2.5,,680.0,180.0,,,,,,15.0,553.0,auto-extracted + OCR; substrate=sapphire (c-plane); src=1-s2.0-S027288422033697X-main.pdf,10.1016/j.ceramint.2020.12.096,ok
Ta:0.002000,Ta,RF magnetron sputtering,0.2,N2,850.0,30.0,,,2.307496037913213,,,8.0,254.0,auto-extracted + OCR; substrate=sapphire (c-plane); src=本征及钽掺杂beta--氧化镓外延薄膜的制备与性质研究.pdf,,ok
Ta:0.005000,Ta,RF magnetron sputtering,0.5,N2,850.0,30.0,,,2.307496037913213,,,8.0,254.0,auto-extracted + OCR; substrate=sapphire (c-plane); src=本征及钽掺杂beta--氧化镓外延薄膜的制备与性质研究.pdf,,ok
Ta:0.010000,Ta,RF magnetron sputtering,1.0,N2,850.0,30.0,,,2.307496037913213,,,8.0,254.0,auto-extracted + OCR; substrate=sapphire (c-plane); src=本征及钽掺杂beta--氧化镓外延薄膜的制备与性质研究.pdf,,ok
Ta:0.014000,Ta,RF magnetron sputtering,1.4,N2,850.0,30.0,,,2.307496037913213,,,8.0,254.0,auto-extracted + OCR; substrate=sapphire (c-plane); src=本征及钽掺杂beta--氧化镓外延薄膜的制备与性质研究.pdf,,ok
Ta:0.015000,Ta,RF magnetron sputtering,1.5,N2,850.0,30.0,,,2.307496037913213,,,8.0,254.0,auto-extracted + OCR; substrate=sapphire (c-plane); src=本征及钽掺杂beta--氧化镓外延薄膜的制备与性质研究.pdf,,ok
Ta:0.015300,Ta,RF magnetron sputtering,1.53,N2,850.0,30.0,,,2.307496037913213,,,8.0,254.0,auto-extracted + OCR; substrate=sapphire (c-plane); src=本征及钽掺杂beta--氧化镓外延薄膜的制备与性质研究.pdf,,ok
Ta:0.017900,Ta,RF magnetron sputtering,1.79,N2,850.0,30.0,,,2.307496037913213,,,8.0,254.0,auto-extracted + OCR; substrate=sapphire (c-plane); src=本征及钽掺杂beta--氧化镓外延薄膜的制备与性质研究.pdf,,ok
Ta:0.100000,Ta,RF magnetron sputtering,10.0,,600.0,12.0,,,,,,2.0,800.0,auto-extracted + OCR; substrate=sapphire; src=1-s2.0-S1369800121003863-main.pdf,10.1016/j.mssp.2021.106040,ok
Ta:0.005000,Ta,RF magnetron sputtering,0.5,,850.0,60.0,,,,,,8.0,222.0,auto-extracted + OCR; substrate=sapphire (c-plane); src=1-s2.0-S0925346722005250-main.pdf,10.1016/j.optmat.2022.112491,ok
Ta:0.010000,Ta,RF magnetron sputtering,1.0,,850.0,60.0,,,,,,8.0,222.0,auto-extracted + OCR; substrate=sapphire (c-plane); src=1-s2.0-S0925346722005250-main.pdf,10.1016/j.optmat.2022.112491,ok
