corpus,file,doi,dopant_element,co_dopants,concentration_value,concentration_unit,growth_method,carrier_type,measurement_kind,sample_label,carrier_cm3,mu_cm2Vs,rho_ohmcm,quote
phase77,10.3390/mi16080954,10.3390/mi16080954,undoped,,,at%,PECVD,,Hall,,1150000000000000.0,0.11,,phase77_ingest
phase77,10.3390/nano14020178,10.3390/nano14020178,Sn,,,at%,"mist-CVD, Sn-doped alpha-Ga2O3 directly ",,Hall,,1.8e+18,3.8,,phase77_ingest
phase77,10.3390/nano14020178,10.3390/nano14020178,Sn,,,at%,"mist-CVD, alpha-Ga2O3 on (Al0.3Ga0.7)2O3",,Hall,,1.6e+19,3.7,,phase77_ingest
phase77,10.3390/nano14020178,10.3390/nano14020178,Sn,,,at%,"mist-CVD, alpha-Ga2O3 on (Al0.3Ga0.7)2O3",,Hall,,4.1e+18,21.1,,phase77_ingest
phase77,10.3390/nano14020178,10.3390/nano14020178,Sn,,,at%,"mist-CVD, alpha-Ga2O3 on (Al0.3Ga0.7)2O3",,Hall,,7.4e+18,13.0,,phase77_ingest
phase77,10.3390/nano15010007,10.3390/nano15010007,undoped,,100.0,at%,EFG (edge-defined film-fed growth),,Hall,,8.1e+18,58.0,,phase77_ingest
phase77,10.3390/nano15010007,10.3390/nano15010007,undoped,,100.0,at%,EFG (edge-defined film-fed growth),,Hall,,3.5e+18,79.1,,phase77_ingest
phase77,10.3390/nano16020093,10.3390/nano16020093,In,,100.0,at%,MOCVD; Hall effect,,Hall,,6.15e+17,15.69,,phase77_ingest
phase77,10.3390/nano16020093,10.3390/nano16020093,In,,100.0,at%,MOCVD; Hall effect,,Hall,,4.48e+18,2.37,,phase77_ingest
phase77,10.3390/nano16020093,10.3390/nano16020093,In,,100.0,at%,MOCVD; Hall effect,,Hall,,4.62e+18,15.24,,phase77_ingest
phase77,10.35848/1882-0786/abd675,10.35848/1882-0786/abd675,Si,,,at%,MOVPE modulation-doped heterostructure; ,,Hall,,,111.0,,phase77_ingest
phase77,10.35848/1882-0786/abd675,10.35848/1882-0786/abd675,Si,,,at%,MOVPE modulation-doped heterostructure; ,,Hall,,,125.0,,phase77_ingest
phase77,10.35848/1882-0786/abd675,10.35848/1882-0786/abd675,Si,,,at%,MOVPE modulation-doped heterostructure; ,,Hall,,,1680.0,,phase77_ingest
phase77,10.35848/1882-0786/abd675,10.35848/1882-0786/abd675,Si,,,at%,MOVPE modulation-doped heterostructure; ,,Hall,,,689.0,,phase77_ingest
phase77,10.35848/1882-0786/acefa5,10.35848/1882-0786/acefa5,Si,,,at%,Mist-CVD,,Hall,,6.2e+17,80.0,,phase77_ingest
phase77,10.35848/1882-0786/adcfee,10.35848/1882-0786/adcfee,Si,,,at%,low-pressure hot-wall MOVPE,,Hall,,1.8e+16,136.0,,phase77_ingest
phase77,10.35848/1882-0786/adcfee,10.35848/1882-0786/adcfee,Si,,,at%,low-pressure hot-wall MOVPE,,Hall,,1.3e+19,70.0,,phase77_ingest
phase77,10.35848/1882-0786/adcfee,10.35848/1882-0786/adcfee,Si,,,at%,low-pressure hot-wall MOVPE,,Hall,,1.8e+17,140.0,,phase77_ingest
phase77,10.48550/arxiv.1802.04426,10.48550/arxiv.1802.04426,Si,,,at%,"PA-MBE (plasma-assisted MBE), (010) Fe-d",,Hall,,,162.0,,phase77_ingest
phase77,10.48550/arxiv.1802.04426,10.48550/arxiv.1802.04426,Si,,,at%,"PA-MBE, (010) Fe-doped SI substrate",,Hall,,,180.0,,phase77_ingest
phase77,10.48550/arxiv.1802.04426,10.48550/arxiv.1802.04426,Si,,,at%,PA-MBE; Hall (Van der Pauw),,Hall,,,990.0,,phase77_ingest
phase77,10.48550/arxiv.2001.11187,10.48550/arxiv.2001.11187,Hf,,0.5,at%,VGF (melt-grown single crystal),,Hall,,7.5e+18,78.0,,phase77_ingest
phase77,10.48550/arxiv.2001.11187,10.48550/arxiv.2001.11187,Hf,,0.5,at%,VGF (melt-grown single crystal),,Hall,,8.2e+18,77.0,,phase77_ingest
phase77,10.48550/arxiv.2001.11187,10.48550/arxiv.2001.11187,Hf,,0.5,at%,VGF (melt-grown single crystal),,Hall,,9.2e+18,80.0,,phase77_ingest
phase77,10.48550/arxiv.2001.11187,10.48550/arxiv.2001.11187,Hf,,0.5,at%,VGF (melt-grown single crystal),,Hall,,9.5e+18,72.0,,phase77_ingest
phase77,10.48550/arxiv.2001.11187,10.48550/arxiv.2001.11187,Hf,,0.5,at%,VGF (melt-grown single crystal),,Hall,,1.1e+19,70.0,,phase77_ingest
phase77,10.48550/arxiv.2001.11187,10.48550/arxiv.2001.11187,Hf,,0.5,at%,VGF (melt-grown single crystal),,Hall,,1.1e+19,61.0,,phase77_ingest
phase77,10.48550/arxiv.2001.11187,10.48550/arxiv.2001.11187,Hf,,0.5,at%,VGF (melt-grown single crystal),,Hall,,1.5e+19,51.0,,phase77_ingest
phase77,10.48550/arxiv.2001.11187,10.48550/arxiv.2001.11187,Hf,,0.5,at%,VGF (melt-grown single crystal),,Hall,,1.9e+19,64.0,,phase77_ingest
phase77,10.48550/arxiv.2001.11187,10.48550/arxiv.2001.11187,undoped,,,at%,CZ/VGF (melt-grown single crystal),,Hall,,4.3e+17,68.0,,phase77_ingest
phase77,10.48550/arxiv.2001.11187,10.48550/arxiv.2001.11187,undoped,,,at%,CZ/VGF (melt-grown single crystal),,Hall,,1.5e+17,97.0,,phase77_ingest
phase77,10.48550/arxiv.2008.06015,10.48550/arxiv.2008.06015,Sn,,,at%,EFG melt growth single crystal (Tamura C,,Hall,,2.15e+18,,,phase77_ingest
phase77,10.48550/arxiv.2008.06015,10.48550/arxiv.2008.06015,Sn,,,at%,"EFG melt growth single crystal, van der ",,Hall,,,90.3,,phase77_ingest
phase77,10.48550/arxiv.2008.06015,10.48550/arxiv.2008.06015,Sn,,,at%,"EFG melt growth single crystal, van der ",,Hall,,,110.86,,phase77_ingest
phase77,10.48550/arxiv.2103.05166,10.48550/arxiv.2103.05166,Ge,,,at%,"LPCVD setup 1 (heteroepitaxial, 6deg off",,Hall,,5e+17,,,phase77_ingest
phase77,10.48550/arxiv.2103.05166,10.48550/arxiv.2103.05166,Ge,,,at%,"LPCVD setup 1 (heteroepitaxial, offcut s",,Hall,,,25.0,,phase77_ingest
phase77,10.48550/arxiv.2103.05166,10.48550/arxiv.2103.05166,Ge,,,at%,LPCVD setup 2 (homoepitaxial (010) singl,,Hall,,2e+17,,,phase77_ingest
phase77,10.48550/arxiv.2103.05166,10.48550/arxiv.2103.05166,Ge,,,at%,"LPCVD setup 2 (homoepitaxial), room-temp",,Hall,,,20.0,,phase77_ingest
phase77,10.48550/arxiv.2103.05166,10.48550/arxiv.2103.05166,Ge,,,at%,"LPCVD setup 2 homoepitaxial, temperature",,Hall,,3e+18,,,phase77_ingest
phase77,10.48550/arxiv.2212.02062,10.48550/arxiv.2212.02062,Si,,100.0,at%,"MOVPE (240 nm Si-doped layer), CV + Hall",,Hall,,3.6e+17,,,phase77_ingest
phase77,10.48550/arxiv.2212.02062,10.48550/arxiv.2212.02062,Si,,,at%,"MOVPE (250 nm thick Si-doped film), RT H",,Hall,,,184.0,,phase77_ingest
phase77,10.48550/arxiv.2212.02062,10.48550/arxiv.2212.02062,Si,,,at%,"MOVPE (810C HT channel, 300nm LT 600C UI",,Hall,,,196.0,,phase77_ingest
phase77,10.48550/arxiv.2212.02062,10.48550/arxiv.2212.02062,Si,,,at%,"MOVPE Si delta-doped channel, RT Hall",,Hall,,,110.0,,phase77_ingest
phase77,10.48550/arxiv.2212.02062,10.48550/arxiv.2212.02062,Si,,,at%,"MOVPE Si-doped channel, RT Hall",,Hall,,1.2e+20,100.0,,phase77_ingest
phase77,10.48550/arxiv.2212.02062,10.48550/arxiv.2212.02062,Si,,,at%,"MOVPE Si-doped channel, RT Hall",,Hall,,,85.0,,phase77_ingest
phase77,10.48550/arxiv.2212.02062,10.48550/arxiv.2212.02062,Si,,,at%,"MOVPE, RT Hall",,Hall,,1e+17,,,phase77_ingest
phase77,10.48550/arxiv.2212.02062,10.48550/arxiv.2212.02062,Si,,,at%,"MOVPE, RT Hall (Ecopia HMS 3000/7000)",,Hall,,2.3e+16,,,phase77_ingest
phase77,10.48550/arxiv.2311.00821,10.48550/arxiv.2311.00821,Si,,,at%,MOCVD in-situ doped + anneal 950C 30 min,,Hall,,2.3e+19,,,phase77_ingest
phase77,10.48550/arxiv.2311.00821,10.48550/arxiv.2311.00821,Si,,,at%,MOCVD in-situ doped + staged anneal 950C,,Hall,,,58.0,,phase77_ingest
phase77,10.48550/arxiv.2311.00821,10.48550/arxiv.2311.00821,Si,,,at%,"MOCVD in-situ doped, as-grown",,Hall,,,91.0,,phase77_ingest
phase77,10.48550/arxiv.2311.00821,10.48550/arxiv.2311.00821,Si,,,at%,ion implantation + furnace anneal 950C,,Hall,,3.95e+18,71.6,,phase77_ingest
phase77,10.48550/arxiv.2311.00821,10.48550/arxiv.2311.00821,Si,,,at%,ion implantation + furnace anneal 950C,,Hall,,4.22e+19,,,phase77_ingest
phase77,10.48550/arxiv.2311.00821,10.48550/arxiv.2311.00821,Si,,81.0,at%,ion implantation + furnace anneal 950C 5,,Hall,,8.14e+19,70.8,,phase77_ingest
phase77,10.48550/arxiv.2311.00821,10.48550/arxiv.2311.00821,Si,,28.0,at%,ion implantation + furnace anneal 950C 6,,Hall,,2.8e+19,,,phase77_ingest
phase77,10.48550/arxiv.2311.00821,10.48550/arxiv.2311.00821,Si,,,at%,"ion implantation + furnace anneal 950C, ",,Hall,,,94.0,,phase77_ingest
phase77,10.48550/arxiv.2311.14253,10.48550/arxiv.2311.14253,undoped,,,at%,"MOCVD (TEGa precursor), (010) β-Ga2O3 dr",,Hall,,,187.0,,phase77_ingest
phase77,10.48550/arxiv.2311.14253,10.48550/arxiv.2311.14253,undoped,,,at%,"MOCVD (TEGa precursor), background carri",,Hall,,3.3e+16,,,phase77_ingest
phase77,10.48550/arxiv.2311.14253,10.48550/arxiv.2311.14253,undoped,,,at%,"MOCVD (TEGa precursor), background carri",,Hall,,2400000000000000.0,,,phase77_ingest
phase77,10.48550/arxiv.2311.14253,10.48550/arxiv.2311.14253,undoped,,,at%,Vertical Ni SBD on 6.3 μm thick MOCVD UI,,Hall,,2400000000000000.0,132.0,,phase77_ingest
phase77,10.48550/arxiv.2407.17089,10.48550/arxiv.2407.17089,Si,,,at%,MOCVD,,Hall,,4380000000000000.0,200.0,,phase77_ingest
phase77,10.48550/arxiv.2407.17089,10.48550/arxiv.2407.17089,Si,,,at%,MOCVD,,Hall,,6590000000000000.0,194.0,,phase77_ingest
phase77,10.48550/arxiv.2407.17089,10.48550/arxiv.2407.17089,Si,,,at%,MOCVD,,Hall,,6700000000000000.0,199.0,,phase77_ingest
phase77,10.48550/arxiv.2407.17089,10.48550/arxiv.2407.17089,Si,,,at%,MOCVD,,Hall,,8300000000000000.0,198.0,,phase77_ingest
phase77,10.48550/arxiv.2407.17089,10.48550/arxiv.2407.17089,Si,,,at%,MOCVD,,Hall,,3960000000000000.0,,,phase77_ingest
phase77,10.48550/arxiv.2407.17089,10.48550/arxiv.2407.17089,undoped,,,at%,MOCVD,,Hall,,3430000000000000.0,196.0,,phase77_ingest
phase77,10.48550/arxiv.2412.00149,10.48550/arxiv.2412.00149,Si,,,at%,LPCVD heteroepitaxial (-201) on c-plane ,,Hall,,1.15e+17,149.0,,phase77_ingest
phase77,10.48550/arxiv.2412.00149,10.48550/arxiv.2412.00149,Si,,,at%,LPCVD heteroepitaxial (-201) on c-plane ,,Hall,,8.29e+18,59.0,,phase77_ingest
phase77,10.48550/arxiv.2412.00149,10.48550/arxiv.2412.00149,Si,,,at%,LPCVD heteroepitaxial (-201) on sapphire,,Hall,,,843.0,,phase77_ingest
phase77,10.48550/arxiv.2412.00149,10.48550/arxiv.2412.00149,Si,,,at%,LPCVD homoepitaxial (010) on Fe-doped Ga,,Hall,,1.51e+17,162.0,,phase77_ingest
phase77,10.48550/arxiv.2412.00149,10.48550/arxiv.2412.00149,Si,,,at%,LPCVD homoepitaxial (010) on Fe-doped Ga,,Hall,,5.05e+17,118.0,,phase77_ingest
phase77,10.48550/arxiv.2412.00149,10.48550/arxiv.2412.00149,Si,,,at%,LPCVD homoepitaxial (010) on Fe-doped Ga,,Hall,,1.19e+19,81.0,,phase77_ingest
phase77,10.48550/arxiv.2412.00149,10.48550/arxiv.2412.00149,Si,,,at%,LPCVD homoepitaxial (010); temperature-d,,Hall,,,332.0,,phase77_ingest
phase77,10.48550/arxiv.2509.14403,10.48550/arxiv.2509.14403,Si,,,at%,"MOCVD (TMGa), Van der Pauw Hall, 15 Torr",,Hall,,,176.0,,phase77_ingest
phase77,10.48550/arxiv.2509.14403,10.48550/arxiv.2509.14403,Si,,,at%,"MOCVD (TMGa), Van der Pauw Hall, TMGa fl",,Hall,,3000000000000000.0,,,phase77_ingest
phase77,10.48550/arxiv.2509.14403,10.48550/arxiv.2509.14403,Si,,,at%,"MOCVD (TMGa), diluted silane (SiH4) dopa",,Hall,,3000000000000000.0,,,phase77_ingest
phase77,10.48550/arxiv.2509.14403,10.48550/arxiv.2509.14403,Si,,,at%,"MOCVD (TMGa, diluted silane), Van der Pa",,Hall,,5570000000000000.0,130.0,,phase77_ingest
phase77,10.48550/arxiv.2606.05607,10.48550/arxiv.2606.05607,Si,,,at%,HVPE on 6° offcut sapphire,,Hall,,1.5e+18,77.0,,phase77_ingest
phase77,10.48550/arxiv.2606.05607,10.48550/arxiv.2606.05607,Si,,,at%,HVPE on 6° offcut sapphire,,Hall,,2e+18,35.0,,phase77_ingest
phase77,10.48550/arxiv.2606.05607,10.48550/arxiv.2606.05607,Si,,,at%,HVPE on 6° offcut sapphire,,Hall,,5e+17,39.0,,phase77_ingest
phase77,10.48550/arxiv.2606.05607,10.48550/arxiv.2606.05607,Si,,,at%,HVPE on 6° offcut sapphire,,Hall,,3.4e+18,52.0,,phase77_ingest
phase77,10.48550/arxiv.2606.05607,10.48550/arxiv.2606.05607,Si,,,at%,HVPE on 6° offcut sapphire,,Hall,,1e+17,100.0,,phase77_ingest
phase77,10.48550/arxiv.2606.05607,10.48550/arxiv.2606.05607,Si,,,at%,HVPE on 6° offcut sapphire,,Hall,,2.4e+17,21.0,,phase77_ingest
phase77,10.48550/arxiv.2606.05607,10.48550/arxiv.2606.05607,Si,,,at%,HVPE on 6° offcut sapphire; T-dependent ,,Hall,,1.8e+16,405.0,,phase77_ingest
phase77,10.7567/1882-0786/ab2b6c,10.7567/1882-0786/ab2b6c,Zr,,0.1,at%,Czochralski/VGF melt growth (single crys,,Hall,,,112.0,,phase77_ingest
phase77,10.7567/1882-0786/ab2b6c,10.7567/1882-0786/ab2b6c,Zr,,0.1,at%,Czochralski/VGF melt growth (single crys,,Hall,,,75.0,,phase77_ingest
phase77,10.7567/1882-0786/ab2b6c,10.7567/1882-0786/ab2b6c,Zr,,0.1,at%,Czochralski/VGF melt growth (single crys,,Hall,,,75.0,,phase77_ingest
phase77,10.7567/1882-0786/ab2b6c,10.7567/1882-0786/ab2b6c,Zr,,0.1,at%,"Hall effect (van der Pauw, 0.51 T), room",,Hall,,6.5e+17,,,phase77_ingest
phase77,10.7567/1882-0786/ab2b6c,10.7567/1882-0786/ab2b6c,Zr,,0.1,at%,"Hall effect (van der Pauw, 0.51 T), room",,Hall,,1.25e+18,,,phase77_ingest
phase77,10.7567/1882-0786/ab2b6c,10.7567/1882-0786/ab2b6c,Zr,,0.1,at%,"Hall effect (van der Pauw, 0.51 T), room",,Hall,,4.8e+18,,,phase77_ingest
phase77,10.7567/1882-0786/ab47b8,10.7567/1882-0786/ab47b8,Si,,,at%,MOVPE (metalorganic vapor-phase epitaxy),,Hall,,6e+18,,,phase77_ingest
phase77,10.7567/1882-0786/ab47b8,10.7567/1882-0786/ab47b8,Si,,,at%,"MOVPE, room-temperature Hall (Ecopia HMS",,Hall,,3.5e+19,53.0,,phase77_ingest
phase77,10.7567/1882-0786/ab47b8,10.7567/1882-0786/ab47b8,Si,,,at%,"MOVPE, room-temperature Hall (Ecopia HMS",,Hall,,7.3e+19,27.0,,phase77_ingest
phase77,10.7567/1882-0786/ab47b8,10.7567/1882-0786/ab47b8,Si,,,at%,"MOVPE, room-temperature Hall (Ecopia HMS",,Hall,,,32.0,,phase77_ingest
phase97_harvest,pmc.ncbi.nlm.nih.gov/articles/pmc12388335,pmc.ncbi.nlm.nih.gov/articles/pmc12388335,,,0.0,at%,plasma-enhanced chemical vapor deposition (PECVD),,Hall,,1150005718699237.5,,,"According to the Hall measurements, the pure β-Ga2O3 thin films (T_Zn = 23 °C) have n-type conductivity, electron concentration n = 1.15 × 10^15 cm^−3, mobility µ = 0.11 cm^2 × V^−"
phase97_harvest,pmc.ncbi.nlm.nih.gov/articles/pmc12388335,pmc.ncbi.nlm.nih.gov/articles/pmc12388335,,,0.0,at%,plasma-enhanced chemical vapor deposition (PECVD),,Hall,,,0.11,,"According to the Hall measurements, the pure β-Ga2O3 thin films (T_Zn = 23 °C) have n-type conductivity, electron concentration n = 1.15 × 10^15 cm^−3, mobility µ = 0.11 cm^2 × V^−"
phase97_harvest,pmc.ncbi.nlm.nih.gov/articles/pmc12388335,pmc.ncbi.nlm.nih.gov/articles/pmc12388335,Zn,,4.0,at%,plasma-enhanced chemical vapor deposition (PECVD),,Hall,,,0.13,,Table 4: | T_Zn 220 | ρ 8.3 × 10^6 | n (cm−3) 5 × 10^12 | µ (cm^2 × V^−1 × s^−1) 0.13
phase97_harvest,pmc.ncbi.nlm.nih.gov/articles/pmc12388335,pmc.ncbi.nlm.nih.gov/articles/pmc12388335,Zn,,6.0,at%,plasma-enhanced chemical vapor deposition (PECVD),,Hall,,,0.22,,Table 4: | T_Zn 230 | ρ 3.4 × 10^6 | n (cm−3) 8 × 10^12 | µ (cm^2 × V^−1 × s^−1) 0.22
phase97_harvest,pmc.ncbi.nlm.nih.gov/articles/pmc12388335,pmc.ncbi.nlm.nih.gov/articles/pmc12388335,Zn,,8.0,at%,plasma-enhanced chemical vapor deposition (PECVD),,Hall,,,0.16,,Table 4: | T_Zn 235 | ρ 2.9 × 10^6 | n (cm−3) 1 × 10^13 | µ (cm^2 × V^−1 × s^−1) 0.16
phase97_harvest,10.3390/coatings15101181,10.3390/coatings15101181,Si,,1.0,at%,RF magnetron sputtering,,Hall,,,68.0,,| As fabricated | 9.46 × 10 22 | 68.0 | 9.73 × 10−7 | 0.05407 |
phase97_harvest,10.3390/coatings15101181,10.3390/coatings15101181,Si,,1.0,at%,RF magnetron sputtering,,Hall,,,69.9,,| 600 °C | 1.02 × 10 23 | 69.9 | 9.45 × 10−7 | 0.05247 |
phase97_harvest,10.3390/coatings15101181,10.3390/coatings15101181,Si,,1.0,at%,RF magnetron sputtering,,Hall,,,55.0,,| 700 °C | 1.03 × 10 23 | 55.0 | 1.10 × 10−6 | 0.05372 |
phase97_harvest,10.3390/coatings15101181,10.3390/coatings15101181,Si,,1.0,at%,RF magnetron sputtering,,Hall,,,115.4,,| 800 °C | 6.04 × 10 22 | 115.4 | 1.08 × 10−6 | 0.05412 |
phase97_harvest,10.3390/coatings11050589,10.3390/coatings11050589,Si,,4.0,at%,MOCVD homoepitaxy,,Hall,,6.4998000968302376e+16,,,Table 1. Electron concentrations obtained under different SiH4 flow rates. SiH4 Flow (sccm): 2 4 6 8 10 14; Annealing Time (h) 0: 6.5 × 10^16 4.3 × 10^17 1.6 × 10^18 3.3 × 10^18 7.
phase97_harvest,10.3390/coatings11050589,10.3390/coatings11050589,Si,,4.0,at%,MOCVD homoepitaxy,,Hall,,4.3003123363054586e+17,,,Table 1. Electron concentrations obtained under different SiH4 flow rates. SiH4 Flow (sccm): 2 4 6 8 10 14; Annealing Time (h) 0: 6.5 × 10^16 4.3 × 10^17 1.6 × 10^18 3.3 × 10^18 7.
phase97_harvest,10.3390/coatings11050589,10.3390/coatings11050589,Si,,4.0,at%,MOCVD homoepitaxy,,Hall,,1.5999263828686003e+18,,,Table 1. Electron concentrations obtained under different SiH4 flow rates. SiH4 Flow (sccm): 2 4 6 8 10 14; Annealing Time (h) 0: 6.5 × 10^16 4.3 × 10^17 1.6 × 10^18 3.3 × 10^18 7.
phase97_harvest,10.3390/coatings11050589,10.3390/coatings11050589,Si,,4.0,at%,MOCVD homoepitaxy,,Hall,,3.299894079108345e+18,,,Table 1. Electron concentrations obtained under different SiH4 flow rates. SiH4 Flow (sccm): 2 4 6 8 10 14; Annealing Time (h) 0: 6.5 × 10^16 4.3 × 10^17 1.6 × 10^18 3.3 × 10^18 7.
phase97_harvest,10.3390/coatings11050589,10.3390/coatings11050589,Si,,4.0,at%,MOCVD homoepitaxy,,Hall,,7.299615757292957e+18,,,Table 1. Electron concentrations obtained under different SiH4 flow rates. SiH4 Flow (sccm): 2 4 6 8 10 14; Annealing Time (h) 0: 6.5 × 10^16 4.3 × 10^17 1.6 × 10^18 3.3 × 10^18 7.
phase97_harvest,10.3390/coatings11050589,10.3390/coatings11050589,Si,,4.0,at%,MOCVD homoepitaxy,,Hall,,2.6001595631652667e+19,,,Table 1. Electron concentrations obtained under different SiH4 flow rates. SiH4 Flow (sccm): 2 4 6 8 10 14; Annealing Time (h) 0: 6.5 × 10^16 4.3 × 10^17 1.6 × 10^18 3.3 × 10^18 7.
phase97_harvest,arxiv.org/abs/2603.10223,arxiv.org/abs/2603.10223,,,0.0,at%,"commercial (-201)-oriented n-type single crystal (Tamura Corporation), 2-inch wafer",,Hall,,8.999119108700524e+17,,,The (-201) oriented β-Ga2O3 commercial n-type single crystal with an electron concentration below 9 × 10¹⁷ cm⁻³ manufactured by Tamura Corporation (Japan) was used in the present s
phase97_harvest,10.1016/j.jmrt.2022.10.110,10.1016/j.jmrt.2022.10.110,N,,2.0,at%,thermal oxidation of GaN in N2O ambient at 1100 C,,Hall,,1.639834427626538e+17,,,"In the vacuum test environment, its room temperature Hall hole concentration is 1.64 × 1017 cm−3, the Hall resistivity is 7.66 Ω cm, the Hall hole mobility is 4.98 cm2 V−1 s−1, and"
phase97_harvest,10.1016/j.jmrt.2022.10.110,10.1016/j.jmrt.2022.10.110,N,,2.0,at%,thermal oxidation of GaN in N2O ambient at 1100 C,,Hall,,,4.98,,"In the vacuum test environment, its room temperature Hall hole concentration is 1.64 × 1017 cm−3, the Hall resistivity is 7.66 Ω cm, the Hall hole mobility is 4.98 cm2 V−1 s−1, and"
phase97_harvest,www.sciencedirect.com/science/article/pii/s2542529321000171,www.sciencedirect.com/science/article/pii/s2542529321000171,,,0.0,at%,multi-step structural phase transition (from GaN),,Hall,,1.5599116444075486e+16,,,"In this study, we demonstrate for the first time the success in the growth of high-quality p-type N-doped β-Ga2O3 films with an acceptor ionization energy of 0.165 eV, Hall resisti"
phase97_harvest,www.sciencedirect.com/science/article/pii/s2542529321000171,www.sciencedirect.com/science/article/pii/s2542529321000171,,,0.0,at%,multi-step structural phase transition (from GaN),,Hall,,,23.6,,"In this study, we demonstrate for the first time the success in the growth of high-quality p-type N-doped β-Ga2O3 films with an acceptor ionization energy of 0.165 eV, Hall resisti"
phase97_harvest,www.mdpi.com/2072-666x/16/8/954 (full text verified via pmc mirror pmc.ncbi.nlm.nih.gov/articles/pmc12388335/),www.mdpi.com/2072-666x/16/8/954 (full text verified via pmc mirror pmc.ncbi.nlm.nih.gov/articles/pmc12388335/),,,0.0,at%,PECVD (plasma-enhanced chemical vapor deposition),,Hall,,1150005718699237.5,,,"According to the Hall measurements, the pure β-Ga 2 O 3 thin films ( T Zn = 23 °C) have n -type conductivity, electron concentration n = 1.15 × 10 15 cm −3 , mobility µ = 0.11 cm 2"
phase97_harvest,www.mdpi.com/2072-666x/16/8/954 (full text verified via pmc mirror pmc.ncbi.nlm.nih.gov/articles/pmc12388335/),www.mdpi.com/2072-666x/16/8/954 (full text verified via pmc mirror pmc.ncbi.nlm.nih.gov/articles/pmc12388335/),,,0.0,at%,PECVD (plasma-enhanced chemical vapor deposition),,Hall,,,0.11,,"According to the Hall measurements, the pure β-Ga 2 O 3 thin films ( T Zn = 23 °C) have n -type conductivity, electron concentration n = 1.15 × 10 15 cm −3 , mobility µ = 0.11 cm 2"
phase97_harvest,www.mdpi.com/2072-666x/16/8/954 (full text verified via pmc mirror pmc.ncbi.nlm.nih.gov/articles/pmc12388335/),www.mdpi.com/2072-666x/16/8/954 (full text verified via pmc mirror pmc.ncbi.nlm.nih.gov/articles/pmc12388335/),Zn,,4.0,at%,PECVD (plasma-enhanced chemical vapor deposition),,Hall,,,0.13,,T Zn (°C) ρ (Ohm × cm) n (cm −3 ) µ (cm 2 × V −1 × s −1 ) ... 220 8.3 × 10 6 5 × 10 12 0.13 [Table 4]
phase97_harvest,www.mdpi.com/2072-666x/16/8/954 (full text verified via pmc mirror pmc.ncbi.nlm.nih.gov/articles/pmc12388335/),www.mdpi.com/2072-666x/16/8/954 (full text verified via pmc mirror pmc.ncbi.nlm.nih.gov/articles/pmc12388335/),Zn,,6.0,at%,PECVD (plasma-enhanced chemical vapor deposition),,Hall,,,0.22,,T Zn (°C) ρ (Ohm × cm) n (cm −3 ) µ (cm 2 × V −1 × s −1 ) ... 230 3.4 × 10 6 8 × 10 12 0.22 [Table 4]
phase97_harvest,www.mdpi.com/2072-666x/16/8/954 (full text verified via pmc mirror pmc.ncbi.nlm.nih.gov/articles/pmc12388335/),www.mdpi.com/2072-666x/16/8/954 (full text verified via pmc mirror pmc.ncbi.nlm.nih.gov/articles/pmc12388335/),Zn,,8.0,at%,PECVD (plasma-enhanced chemical vapor deposition),,Hall,,,0.16,,T Zn (°C) ρ (Ohm × cm) n (cm −3 ) µ (cm 2 × V −1 × s −1 ) ... 235 2.9 × 10 6 1 × 10 13 0.16 [Table 4]
phase97_harvest,www.mdpi.com/1996-1944/17/19/4931 (pmc11477709),www.mdpi.com/1996-1944/17/19/4931 (pmc11477709),Mg,,3.6,at%,electron beam evaporation (Ga2O3/Mg/Ga2O3 sandwich) with postannealing in air,,Hall,,194984459975804.16,,,"The film resistivity, carrier content, and carrier mobility of the S2 film are 59655.5 Ω·cm, 1.95 × 10¹⁴ cm3/C, and 0.53682 cm²/Vs."
phase97_harvest,www.mdpi.com/1996-1944/17/19/4931 (pmc11477709),www.mdpi.com/1996-1944/17/19/4931 (pmc11477709),Mg,,3.6,at%,electron beam evaporation (Ga2O3/Mg/Ga2O3 sandwich) with postannealing in air,,Hall,,,0.53682,,"The film resistivity, carrier content, and carrier mobility of the S2 film are 59655.5 Ω·cm, 1.95 × 10¹⁴ cm3/C, and 0.53682 cm²/Vs."
phase97_harvest,arxiv.org/abs/1906.09306,arxiv.org/abs/1906.09306,Si,,1.3,at%,"HVPE (halide vapor phase epitaxy), (010) homoepitaxial",,Hall,,,95.0,,films with mobility values of up to 95 cm$^2$V$^{-1}$s$^{-1}$ at a carrier concentration of 1.3$\times$10$^{17}$ cm$^{-3}$ can be achieved using this technique
phase97_harvest,arxiv.org/abs/1906.09306,arxiv.org/abs/1906.09306,Si,,1.3,at%,"HVPE (halide vapor phase epitaxy), (010) homoepitaxial",,Hall,,1.2998702373886067e+17,,,films with mobility values of up to 95 cm$^2$V$^{-1}$s$^{-1}$ at a carrier concentration of 1.3$\times$10$^{17}$ cm$^{-3}$ can be achieved using this technique
phase97_harvest,10.1063/5.0058059,10.1063/5.0058059,Ge,,4.0,at%,MOCVD,,Hall,,2.299852586686196e+16,,,"With the increase in the GeH4 flow rate from ~1.2 x 10^-9 to 6.4 x 10^-8 mol/min, the free carrier concentration in the films increased nearly proportionally from 2.3 x 10^16 to 1."
